,index_id1,index_id2,value,index_name1,year_period1,type1,sub_type1,value_ontology1,dispersion1,index_name2,year_period2,type2,sub_type2,value_ontology2,dispersion2
87,139817,140083.0,0.6068724806981725,专用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,1.0096095738908994,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
88,139806,140083.0,0.5795216955144582,文教、工美、体育和娱乐用品制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8051962781518934,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
89,139812,140083.0,0.5050256264822897,非金属矿物制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8870221865362871,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
90,139820,140083.0,0.6327690686785289,电气机械和器材制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8190264920406988,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
91,107640,140083.0,0.69510543165931,每万人工厂相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.854675217950422,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
92,107373,140083.0,0.5262650578285499,每万人摩托车维修相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.9668728448613992,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
93,107589,140083.0,0.5451184900452516,每万人产业园区相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5730579593533257,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
96,149671,140083.0,0.5821512528862236,每万人电气机械和器材制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8869268122286548,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
98,149666,140083.0,0.5574519060078332,每万人金属制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8942641625046417,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
99,149667,140083.0,0.578371935991041,每万人通用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.979929763703122,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
105,149657,140083.0,0.5660056751686512,每万人文教、工美、体育和娱乐用品制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8233259886876693,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
106,149655,140083.0,0.5037111463488031,每万人造纸和纸制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.9891892162212422,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
109,56411,140083.0,0.5289077826709744,摩托车服务；摩托车维修；此类数据总个数,f,POI,汽车服务,ValueOntology.QUANTITY,0.96408629648859,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
120,149668,140083.0,0.5994921583251707,每万人专用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,1.037310814545212,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
125,141496,140083.0,0.6337227611568399,本年度新增注册通用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.DIFF_QUANTITY,1.2811975911099371,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
127,141497,140083.0,0.619592416572804,本年度新增注册专用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.DIFF_QUANTITY,1.3487775709789127,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
130,72046,140083.0,0.6954133249641139,公司企业；工厂；此类数据总个数,f,POI,公司企业,ValueOntology.QUANTITY,0.855868763668236,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
137,149645,140083.0,0.6782291082995227,每万人制造业个体工商户数量（大类）,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8673265052743634,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
138,110008,140083.0,0.6434064433379315,近2年工厂相关兴趣点数量增长,t,POI,近2年兴趣点数量增长,ValueOntology.DIFF_QUANTITY,1.146893489552726,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
140,141495,140083.0,0.5757879923339992,本年度新增注册金属制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.DIFF_QUANTITY,1.0784396331993222,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
144,42583,140083.0,0.5462850035772515,商务住宅；产业园区；此类数据总个数,f,POI,商务住宅,ValueOntology.QUANTITY,0.5720865887245427,本年度注销电气机械和器材制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.7883369637987873
172,139816,110840.0,0.6090535641847422,通用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.9467801668777132,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
174,139815,110840.0,0.5712777187726583,金属制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8597647435205542,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
175,139817,110840.0,0.6284395250528525,专用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,1.0096095738908994,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
176,139820,110840.0,0.6141757584030152,电气机械和器材制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8190264920406988,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
177,107640,110840.0,0.703522873765294,每万人工厂相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.854675217950422,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
178,107589,110840.0,0.6253397902888986,每万人产业园区相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5730579593533257,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
182,149671,110840.0,0.5402300792688973,每万人电气机械和器材制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8869268122286548,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
183,91793,110840.0,0.5390347864983188,机构专利授权量(年度),t,专利,授权量,ValueOntology.QUANTITY,0.63078573107428,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
185,91791,110840.0,0.5151542236436046,专利授权总量(年度),t,专利,授权量,ValueOntology.QUANTITY,0.5857632350381811,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
188,149666,110840.0,0.5447068121051114,每万人金属制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8942641625046417,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
192,149667,110840.0,0.5338220159396434,每万人通用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.979929763703122,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
199,60571,110840.0,-0.5015007398133821,城区小学配置均衡度得分,t,配套,小学配置,ValueOntology.SCORE,0.5226307623987262,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
205,139976,110840.0,0.6090536187361573,通用设备制造业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.9467791065859876,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
209,139975,110840.0,0.5712789078930868,金属制品业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8597636633528306,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
210,139977,110840.0,0.6284405681535068,专用设备制造业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,1.0096069851585874,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
218,149668,110840.0,0.527441429807133,每万人专用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,1.037310814545212,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
220,139980,110840.0,0.6141751745040435,电气机械和器材制造业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8190251936359797,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
226,141497,110840.0,0.5329357419064742,本年度新增注册专用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.DIFF_QUANTITY,1.3487775709789127,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
233,72046,110840.0,0.7016841835341444,公司企业；工厂；此类数据总个数,f,POI,公司企业,ValueOntology.QUANTITY,0.855868763668236,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
236,139893,110840.0,0.7209013569021341,专用设备制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.8866806054228593,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
242,149645,110840.0,0.6156199906529635,每万人制造业个体工商户数量（大类）,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8673265052743634,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
244,110008,110840.0,0.6389643047520631,近2年工厂相关兴趣点数量增长,t,POI,近2年兴趣点数量增长,ValueOntology.DIFF_QUANTITY,1.146893489552726,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
246,139892,110840.0,0.6262328966754609,通用设备制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.8137956301649659,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
247,60710,110840.0,0.5834183345975469,第二产业占GDP的比重,t,经济,,ValueOntology.PERCENTAGE,0.5568592280751927,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
252,139891,110840.0,0.6106318350114752,金属制品业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.7560987260118675,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
253,141481,110840.0,0.5285815316349275,本年度新增注册皮革、毛皮、羽毛及其制品和制鞋业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.DIFF_QUANTITY,1.1536299891310346,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
260,139882,110840.0,0.5181273260401676,文教、工美、体育和娱乐用品制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.6876863111458322,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
265,42583,110840.0,0.625653700973025,商务住宅；产业园区；此类数据总个数,f,POI,商务住宅,ValueOntology.QUANTITY,0.5720865887245427,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
268,139880,110840.0,0.5133425272545784,造纸和纸制品业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.8282073484519609,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
273,91785,110840.0,0.5220342131043422,专利申请总量(年度),t,专利,申请量,ValueOntology.QUANTITY,0.5564276115470843,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
274,60707,110840.0,0.5167350988232708,第二产业增加值(根据产业占比计算),t,经济,,ValueOntology.DIFF_QUANTITY,0.6949358494026667,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
276,139890,110840.0,0.5006649037288109,有色金属冶炼和压延加工业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.690674180606088,电气机械和器材制造业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7852921912924056
282,71950,57188.0,0.6767040199887511,制造业企业数量全国占比（大类）（上市）,t,行业（上市企业）,制造业（上市）,ValueOntology.PROPORTION_OF_NATION,0.838376816718629,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
318,139816,57188.0,0.6090529149346042,通用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.9467801668777132,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
320,139815,57188.0,0.5712778094188354,金属制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8597647435205542,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
323,139817,57188.0,0.6284390344582218,专用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,1.0096095738908994,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
324,139820,57188.0,0.6141751534392251,电气机械和器材制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8190264920406988,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
325,107640,57188.0,0.7035226730967673,每万人工厂相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.854675217950422,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
326,107589,57188.0,0.6253399321929548,每万人产业园区相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5730579593533257,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
330,149671,57188.0,0.5402294741576947,每万人电气机械和器材制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8869268122286548,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
331,91793,57188.0,0.539034375060646,机构专利授权量(年度),t,专利,授权量,ValueOntology.QUANTITY,0.63078573107428,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
333,91791,57188.0,0.5151537934654018,专利授权总量(年度),t,专利,授权量,ValueOntology.QUANTITY,0.5857632350381811,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
336,149666,57188.0,0.5447068046945164,每万人金属制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8942641625046417,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
340,149667,57188.0,0.5338216853269773,每万人通用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.979929763703122,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
347,60571,57188.0,-0.5015007246375924,城区小学配置均衡度得分,t,配套,小学配置,ValueOntology.SCORE,0.5226307623987262,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
350,72031,57188.0,0.5415500886182223,计算机、通信和其他电子设备制造业企业数量占比（上市）,t,行业（上市企业）,制造业（上市）,ValueOntology.PERCENTAGE,1.264478162031369,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
356,139976,57188.0,0.6090529694838949,通用设备制造业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.9467791065859876,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
361,139975,57188.0,0.5712789985406448,金属制品业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8597636633528306,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
362,139977,57188.0,0.628440077553119,专用设备制造业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,1.0096069851585874,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
372,149668,57188.0,0.5274406651753092,每万人专用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,1.037310814545212,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
375,139980,57188.0,0.6141745695498991,电气机械和器材制造业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8190251936359797,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
384,141497,57188.0,0.5329351631463425,本年度新增注册专用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.DIFF_QUANTITY,1.3487775709789127,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
395,72046,57188.0,0.7016839857040866,公司企业；工厂；此类数据总个数,f,POI,公司企业,ValueOntology.QUANTITY,0.855868763668236,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
398,139893,57188.0,0.7209006610592744,专用设备制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.8866806054228593,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
405,149645,57188.0,0.6156200042707277,每万人制造业个体工商户数量（大类）,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8673265052743634,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
407,110008,57188.0,0.6389639116533108,近2年工厂相关兴趣点数量增长,t,POI,近2年兴趣点数量增长,ValueOntology.DIFF_QUANTITY,1.146893489552726,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
411,72028,57188.0,0.5576622584986795,电气机械和器材制造业企业数量占比（上市）,t,行业（上市企业）,制造业（上市）,ValueOntology.PERCENTAGE,1.2340272589524186,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
412,139892,57188.0,0.6262325362118215,通用设备制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.8137956301649659,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
413,60710,57188.0,0.5834187809061868,第二产业占GDP的比重,t,经济,,ValueOntology.PERCENTAGE,0.5568592280751927,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
417,60780,57188.0,0.5148435083983363,智能制造产业企业数量,t,创新产业（企业）,高端制造产业,ValueOntology.QUANTITY,0.9598437411770956,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
419,139891,57188.0,0.6106318439305161,金属制品业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.7560987260118675,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
420,141481,57188.0,0.5285813199386129,本年度新增注册皮革、毛皮、羽毛及其制品和制鞋业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.DIFF_QUANTITY,1.1536299891310346,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
427,71948,57188.0,0.6087758518615047,制造业企业数量占比（大类）（上市）,t,行业（上市企业）,制造业（上市）,ValueOntology.PERCENTAGE,0.6379170367511132,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
428,139882,57188.0,0.5181267449249902,文教、工美、体育和娱乐用品制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.6876863111458322,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
429,71946,57188.0,0.6767039107085274,制造业企业数量（大类）（上市）,t,行业（上市企业）,制造业（上市）,ValueOntology.QUANTITY,0.8383778193575442,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
435,60860,57188.0,0.5871999877088132,新能源产业企业数量,t,创新产业（企业）,节能环保产业,ValueOntology.QUANTITY,0.7057679432932754,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
436,42583,57188.0,0.6256538463890771,商务住宅；产业园区；此类数据总个数,f,POI,商务住宅,ValueOntology.QUANTITY,0.5720865887245427,电气机械和器材制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.7852925890866082
