,index_id1,index_id2,value,index_name1,year_period1,type1,sub_type1,value_ontology1,dispersion1,index_name2,year_period2,type2,sub_type2,value_ontology2,dispersion2
283,139893,57394.0,0.6021462873891661,专用设备制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.8716204079882747,专用设备制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.6966568994433738
287,56746,57394.0,-0.5059107308583328,科教文化服务；科研机构；此类数据总个数,f,POI,科教文化服务,ValueOntology.QUANTITY,0.5540612071232884,专用设备制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.6966568994433738
289,139891,57394.0,0.5058502035194157,金属制品业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.7413368921350311,专用设备制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.6966568994433738
291,42583,57394.0,0.5685634364309344,商务住宅；产业园区；此类数据总个数,f,POI,商务住宅,ValueOntology.QUANTITY,0.6484183179695924,专用设备制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.6966568994433738
294,139892,57394.0,0.6054543854442374,通用设备制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.8373018098321736,专用设备制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.6966568994433738
296,139878,57394.0,0.5046118607818854,木材加工和木、竹、藤、棕、草制品业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.7194963801943595,专用设备制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.6966568994433738
297,110008,57394.0,0.5304106731824555,近2年工厂相关兴趣点数量增长,t,POI,近2年兴趣点数量增长,ValueOntology.DIFF_QUANTITY,1.0431664490087562,专用设备制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.6966568994433738
298,139527,57394.0,0.5159576425361899,纺织业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.7674665135671345,专用设备制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.6966568994433738
300,71948,57394.0,0.5389333729750161,制造业企业数量占比（大类）（上市）,t,行业（上市企业）,制造业（上市）,ValueOntology.PERCENTAGE,0.6237406516544721,专用设备制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.6966568994433738
301,71946,57394.0,0.6091606546356769,制造业企业数量（大类）（上市）,t,行业（上市企业）,制造业（上市）,ValueOntology.QUANTITY,0.823532009068358,专用设备制造业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.6966568994433738
328,139810,57166.0,0.5132148912540763,化学纤维制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,1.318934198447562,纺织业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.8361298851251731
333,107640,57166.0,0.5687003891032572,每万人工厂相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.7317408874597882,纺织业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.8361298851251731
334,107589,57166.0,0.5387568603282997,每万人产业园区相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.6503313079275183,纺织业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.8361298851251731
364,139970,57166.0,0.5132139061359451,化学纤维制造业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,1.3189317290343698,纺织业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.8361298851251731
380,72046,57166.0,0.5669594280541136,公司企业；工厂；此类数据总个数,f,POI,公司企业,ValueOntology.QUANTITY,0.7625569376149701,纺织业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.8361298851251731
399,139893,57166.0,0.6108824868319976,专用设备制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.8716204079882747,纺织业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.8361298851251731
406,42583,57166.0,0.5391015510559596,商务住宅；产业园区；此类数据总个数,f,POI,商务住宅,ValueOntology.QUANTITY,0.6484183179695924,纺织业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.8361298851251731
411,157415,57166.0,0.5962820650887575,本省民航机场货邮吞吐量（年度）,t,交通,民航机场,ValueOntology.QUANTITY,0.8660966808760957,纺织业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.8361298851251731
412,139899,57166.0,0.5170365337259782,其他制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.7331020710690184,纺织业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.8361298851251731
413,139527,57166.0,0.6379978855221616,纺织业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.7674665135671345,纺织业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,0.8361298851251731
443,139810,110777.0,0.513216157243459,化学纤维制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,1.318934198447562,纺织业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8361294622774881
447,107640,110777.0,0.5687019305954842,每万人工厂相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.7317408874597882,纺织业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8361294622774881
448,107589,110777.0,0.5387579095135607,每万人产业园区相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.6503313079275183,纺织业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8361294622774881
472,139970,110777.0,0.5132151721242686,化学纤维制造业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,1.3189317290343698,纺织业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8361294622774881
478,72046,110777.0,0.5669609622150765,公司企业；工厂；此类数据总个数,f,POI,公司企业,ValueOntology.QUANTITY,0.7625569376149701,纺织业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8361294622774881
492,139893,110777.0,0.6108825043487015,专用设备制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.8716204079882747,纺织业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8361294622774881
498,42583,110777.0,0.5391025926332733,商务住宅；产业园区；此类数据总个数,f,POI,商务住宅,ValueOntology.QUANTITY,0.6484183179695924,纺织业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8361294622774881
500,157415,110777.0,0.5962816681485378,本省民航机场货邮吞吐量（年度）,t,交通,民航机场,ValueOntology.QUANTITY,0.8660966808760957,纺织业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8361294622774881
501,139899,110777.0,0.517036591585167,其他制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.7331020710690184,纺织业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8361294622774881
502,139527,110777.0,0.6379972842816624,纺织业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.7674665135671345,纺织业企业数量全国占比,t,行业（企业）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8361294622774881
544,139810,57260.0,0.5164923822882906,化学纤维制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,1.318934198447562,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
546,139825,57260.0,0.5214329553127334,金属制品、机械和设备修理业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8248211336115597,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
548,139815,57260.0,0.5480007849279178,金属制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8005056711371077,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
550,139816,57260.0,0.6187367803316276,通用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.9388924353765468,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
551,139814,57260.0,0.5008030880838376,有色金属冶炼和压延加工业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.7751241290101616,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
552,138987,57260.0,0.5335165431777017,纺织业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8700308349868077,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
553,139802,57260.0,0.5401937574039312,木材加工和木、竹、藤、棕、草制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8711621072645335,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
554,107548,57260.0,-0.5014609855659394,每万人三级甲等医院相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.9331754313688264,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
555,107575,57260.0,-0.5496387596909325,每万人青年旅舍相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.9227314828622528,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
556,107551,57260.0,-0.5082046198951408,每万人整形美容相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.8954752871720197,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
557,107541,57260.0,0.5242798856134513,每万人采摘园相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,1.0097343580980715,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
558,107640,57260.0,0.6182261482480295,每万人工厂相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.7317408874597882,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
567,149676,57260.0,0.530212345351488,每万人金属制品、机械和设备修理业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.7930674072263728,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
573,149666,57260.0,0.5399226140035307,每万人金属制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8535596556929924,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
577,149667,57260.0,0.5865921679756491,每万人通用设备制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,1.0239173655417966,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
581,149665,57260.0,0.5036607816645164,每万人有色金属冶炼和压延加工业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8101797522479571,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
583,149653,57260.0,0.5555526874180259,每万人木材加工和木、竹、藤、棕、草制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.8888990818031538,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
588,60571,57260.0,-0.5234477490427754,城区小学配置均衡度得分,t,配套,小学配置,ValueOntology.SCORE,0.5047608581308408,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
604,139976,57260.0,0.618737658495018,通用设备制造业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.9388905016816088,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
606,139970,57260.0,0.516490793083374,化学纤维制造业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,1.3189317290343698,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
615,139975,57260.0,0.5480000345733622,金属制品业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8005047444786312,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
623,139985,57260.0,0.5214312650773585,金属制品、机械和设备修理业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8248204833384484,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
624,72046,57260.0,0.6465769891753935,公司企业；工厂；此类数据总个数,f,POI,公司企业,ValueOntology.QUANTITY,0.7625569376149701,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
634,139962,57260.0,0.5401942406198049,木材加工和木、竹、藤、棕、草制品业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.871163173029028,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
641,139974,57260.0,0.5008040532901388,有色金属冶炼和压延加工业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.7751268821156768,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
645,60710,57260.0,0.5190465206063353,第二产业占GDP的比重,t,经济,,ValueOntology.PERCENTAGE,0.5119545806697243,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
648,111719,57260.0,0.5148774111078189,近2年自行车专卖店相关兴趣点数量增长,t,POI,近2年兴趣点数量增长,ValueOntology.DIFF_QUANTITY,0.5451969165893524,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
650,112154,57260.0,-0.5317169414419483,近2年青年旅舍相关兴趣点数量增长,t,POI,近2年兴趣点数量增长,ValueOntology.DIFF_QUANTITY,0.8440124297404525,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
655,139893,57260.0,0.6125591373942778,专用设备制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.8716204079882747,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
657,56633,57260.0,-0.5088186462787303,医疗保健服务；专科医院；整形美容；此类数据总个数,f,POI,医疗保健服务,ValueOntology.QUANTITY,0.8949752947025591,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
658,139891,57260.0,0.5652446056937834,金属制品业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.7413368921350311,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
661,60579,57260.0,-0.543818239735969,城区地铁配置完备度得分,t,配套,轨道交通,ValueOntology.SCORE,0.5455364423057539,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
663,139892,57260.0,0.6421122949151008,通用设备制造业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.8373018098321736,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
668,139878,57260.0,0.6862393169653905,木材加工和木、竹、藤、棕、草制品业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.7194963801943595,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
669,56659,57260.0,-0.5512668518846325,住宿服务；旅馆招待所；青年旅舍；此类数据总个数,f,POI,住宿服务,ValueOntology.QUANTITY,0.9220319621661404,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
671,56624,57260.0,0.5226877708043258,体育休闲服务；休闲场所；采摘园；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,1.001471742582237,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
672,139888,57260.0,0.5247730473959827,非金属矿物制品业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.6938457681726391,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
673,139959,57260.0,0.5335164707202892,纺织业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8700298255131717,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
674,71948,57260.0,0.5498127766696799,制造业企业数量占比（大类）（上市）,t,行业（上市企业）,制造业（上市）,ValueOntology.PERCENTAGE,0.6237406516544721,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
675,54215,57260.0,-0.5137868917635537,医疗保健服务；综合医院；三级甲等医院；此类数据总个数,f,POI,医疗保健服务,ValueOntology.QUANTITY,0.9481390598096738,专用设备制造业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.6981065877714938
707,107541,57246.0,0.5237402009151344,每万人采摘园相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,1.0097343580980715,纺织服装、服饰业企业数量占比,t,行业（企业）,制造业,ValueOntology.PERCENTAGE,0.8137198044271373
